message, target,new_label
my team does not seem to udnerstand the concept of outpick,0,neutral
son of the bitfhes,2,banter
but dog cant play,2,neutral
itchy,0,neutral
then dying,0,neutral
son of a bnitch,2,banter
gl to whoever gets drow next,0,neutral
and u just mad for losing mid xd,0,neutral
fuck you talk too much,1,banter
and we walk like idiot,1,neutral
with u mommy,0,neutral
the fk,1,banter
go throne,0,neutral
name checks out,0,neutral
fuck this od smurf ,1,banter
  cores btw,0,neutral
why,0,neutral
thank u,0,neutral
tinker booster in my team,0,neutral
watch replay autisty,2,neutral
fuck you too mate,2,banter
why,0,neutral
watch me rape this game,2,banter
dumbass trash,2,neutral
sniper is a pussy,2,banter
yes but you will lose  ,0,neutral
waste of tiem,0,neutral
tb is the carry nbot me clowns,2,neutral
items,0,neutral
like they re fucking trying to lose,1,banter
havent played morph in   months be nice pls,0,neutral
throne,0,neutral
nice throws,0,neutral
to make yourself,0,neutral
windranger is still in my mum,2,banter
when u target me you re just inting,0,neutral
hate this am,1,neutral
you are shit,2,banter
there s only me,0,neutral
whos dead again,0,neutral
good thing sk carrying us,0,neutral
sorry my dick was in usb port,1,banter
can throne,0,neutral
dark willow is perfectly balanced hero ,0,neutral
he just learned them at school this week,0,neutral
really now,0,neutral
imgine thinking this pango must tlak shit,1,neutral
we will succumb to you if you send us more weapons to ukraine,0,neutral
this ghuy tilted af,1,neutral
for that i m not stupid shit,1,banter
u bait me to this shit ab   ,1,banter
   sorry wraith,0,neutral
got a turtle neck happening,0,neutral
i play with   dog,2,neutral
   ripbozo rest in piss you won t be missed     ,2,neutral
u fucking trash,2,banter
sven support that mother fk,1,banter
kill thm all guys,0,neutral
how we cumming back ,1,neutral
if he lets us end  ,0,neutral
  sups you want me play with drow ranger fu,2,neutral
and bm,0,neutral
thatswhy i   k,0,neutral
china acc buyer mid,2,banter
first lose ,0,neutral
a common noob,1,neutral
   how much the score now coz if i remebered u got own in first game,0,neutral
morphlp,0,neutral
who im dire or radiant   ,0,neutral
fair  we usually have that problem,0,neutral
if u have it,0,neutral
rtard leave me on line and go farm jungle and now blame me xd so rtarded peoples playing this gaem,2,toxic
wanted to eat a horse,0,banter
and you lose to my mid,0,neutral
rep lich,0,neutral
he can use it before   ,0,neutral
drow s logic be like  i know im the lowest rank here but u guys must adjust for me ,0,neutral
check onlyfans,0,banter
muted,0,neutral
go kill that mf at top,1,banter
what,0,neutral
mad cause backseat driving while farming as a supp,0,neutral
useless core,2,neutral
this teem,0,neutral
the fuck,1,banter
nope why ,0,neutral
break ur hand or brain,0,neutral
i wanna   throw,0,neutral
than u think,0,neutral
for why ,0,neutral
party with rage only,0,neutral
fuck this team,2,banter
actyually,0,neutral
fat cock,1,banter
why the hell,0,neutral
a bit rude innit,0,neutral
why u dont listen ,0,neutral
  vs   and this noob offlane stil bark,1,neutral
can all of you shut the fuck up  you ruining my mojo,1,banter
thats my dream too,0,neutral
what  scared ,0,neutral
its so ,0,neutral
why didnt u come to fountain mate ,0,neutral
took the kill,0,neutral
and you play with left hand mouse  right hand keyboard  blindfolded,0,neutral
fucking bums,2,banter
who tell you that im joking ,0,neutral
fuk clownb,1,banter
why,0,neutral
wtf is your move speed,1,neutral
ofc i will farm  im meepo,0,neutral
that noob shit,2,banter
see bara you were shit as omni before and now as bara,1,banter
report io,0,neutral
i fedding on ur mothers tits rn medusa,2,banter
stick top  ,0,neutral
no way  he rocks,0,neutral
we ve all been there haha,0,neutral
stand and fight then bitch,1,banter
sf just constantly yelling,0,neutral
at the side,0,neutral
son of whore,2,toxic
play more gay heros,2,banter
would you rather bang or gain     mmr ,1,banter
 idiot teamm,2,neutral
fucking shit ember,2,banter
sandwich dishwasher bitch,2,toxic
and u turned all dark wtf,1,banter
fuck off,1,banter
shut up  stupid boy,2,neutral
imagine saying my tinker noob but still scared of my tinker and pick early hahahahahahahahah,1,neutral
lmao you literally talked shit,1,banter
any mid players or pos   ,0,neutral
enddddd the fucking game,1,banter
stack reports on lycan,0,neutral
got tumor on his brain this primal,2,banter
puysh and end it,0,neutral
ofc,0,neutral
report clinkz,0,neutral
fuck this guy ,2,banter
gpo with eam,0,neutral
i dont waste argue with newplayer noob,1,neutral
this time team has decided not to chase uselessly  when it might ve got kills,0,neutral
gotta be shitting with all those first hit bashes,1,banter
they fuckin sleeep,1,banter
what a shtiy dog hes,2,banter
shrimple as,0,neutral
rpeort nec,0,neutral
i m noob ,1,neutral
wasting time ,0,neutral
  morons atacking pudge non stop,1,neutral
how your farm is going  ,0,neutral
not with zaika in team pls ,0,neutral
cmre,0,neutral
it is indeed his phrase,0,neutral
fucking trio,1,banter
dickhead,2,banter
our wk is more of a dumbass,2,neutral
this guys sucks,2,neutral
he cum he came   sec,0,banter
lol what,0,neutral
why is gyro top,0,neutral
not about it,0,neutral
really,0,neutral
  son of whores,2,toxic
shitmy pants there,2,neutral
putin sucks cocks,2,banter
lycan too much youtube,0,neutral
any one puta,2,banter
this is just a gaaame bruh,0,neutral
rubbik u landed more fk hooks than this pudge,0,neutral
can you actually have mercy,0,neutral
fuck ythis team,2,banter
go fuck yourself mk,2,banter
use it tmororow la,0,neutral
we found him on the street,0,neutral
but dont know aghs can make her invi,0,neutral
with puck and jugger and bh,0,neutral
what a fcking awful players,1,banter
 bot farming,0,neutral
  hero   shot,0,neutral
of yoru fucking  k team,2,banter
no more wr,0,neutral
where lina,0,neutral
can yall cast shit on me,1,banter
q too long otherwise,0,neutral
i was     this idiot took xp in lane ,2,banter
i wouldve done the same,0,neutral
like wtf,1,banter
we have idiot,2,neutral
this am really stupid,2,neutral
you realize you saying that,0,neutral
what a battle,0,neutral
you are trash,2,neutral
wp team,0,neutral
but dogshit carry,2,banter
ty  g ,0,neutral
chinese inbred,0,toxic
shut the fuck up kokz,2,banter
like ur mum,2,banter
and he doesnt know how to fucking push,1,banter
please,0,neutral
seems we both used shit on a support,1,banter
go throne pls,0,neutral
thats my chinese mid,2,banter
fuck off,1,banter
its dumb that he can feed all game but then suddenly hit a spike and this shit happens,1,banter
doing the inside job,0,neutral
worth,0,neutral
report this stupid fish pls,2,neutral
tryhard bois,0,neutral
a pro player,0,neutral
haha son of whore,2,toxic
repport fast,0,neutral
the bashhh,0,neutral
its a game,0,neutral
stop pausing the game,0,neutral
annoying dog barking from wk s mic,2,banter
the useless enigma is feeling him self,2,neutral
in my cock,1,banter
what are u idiot ,1,neutral
hurry up and fight bro,0,neutral
just imagine we are all tipping you,0,neutral
cm thinks trans people struggle,0,neutral
why did muthu just send me a butter chicken recipe on pintrest ,0,banter
math is not mathing,0,neutral
dont ply io ,0,neutral
hes too dumb to even play wk,2,neutral
choose to kill bat for roshan,0,neutral
he doesnt even need to be exact he be throwin after i grabbed the wis rune i dont even know he be wantint that ,0,neutral
i thought u were afk dog,1,neutral
and starts crying when people bm him back,0,neutral
 i hope u can win me,0,neutral
this is my game,0,neutral
last time i stood in vs ur team jemo  you ended up being short of a pos   player,0,neutral
so soft ah this pango,0,neutral
your welcome,0,neutral
i would literally fucking remind you you are happy at   k a year with inflation,1,banter
rompe items,0,neutral
nice one,0,neutral
dfestory my items when spwaning,0,neutral
son of slut,2,toxic
baited,0,neutral
holy fucking shit,1,banter
only dog shits,1,banter
farty diaper,0,neutral
i hope whoever sees you in ranked picks tinker and mega fucks you,2,banter
steal my dick pls  i m a virgin,1,toxic
that u won this game,0,neutral
a powerfull hero with nob hand,1,neutral
sry bro not personal,0,neutral
that bitch was with me   sec ago ,1,banter
legend player cute,0,neutral
thats fucked up,1,banter
this is so ez for me,0,neutral
relly time waste,0,neutral
go fuck urself mate,2,banter
they pussy af,2,banter
ld you lose mid like dog dont try to be toxic plss,1,neutral
i d actually put one up your ass you insufferable twink,2,toxic
what the fking are you doing there,1,banter
slow in mund i mean,0,neutral
fucking trash supports,2,banter
who the fuk get grand master on sniper,1,banter
classic dota pick husker and own rtarded sub humans,2,toxic
fuck your mother aa,2,banter
report beast for   digit,0,neutral
we are not waiting fucking    minutes,1,banter
no silver edge haha  typical trash dog,2,neutral
bs report thx,0,neutral
dont fuck with the mutts,1,banter
always the mid or the safelane is noob,2,neutral
just wasting time,0,neutral
he got carried,0,neutral
wait on youtube,0,neutral
free to leave,0,neutral
what is     ,0,neutral
once again,0,neutral
